agreement,origin_group,source_file,vn_code,hs6_code,national_tariff_code,description_vi,rates_extracted,rate_2026_percent,rate_selection_basis,country_markers,notes,rate_column_count,extraction_status
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.20,851220,851220,- Thiết bị chiếu sáng hoặc tạo tín hiệu trực quan khác:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.20.20,851220,85122020,- - Thiết bị chiếu sáng hoặc tạo tín hiệu trực quan chưa lắp ráp,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.20.91,851220,85122091,- - - Dùng cho xe máy,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.20.99,851220,85122099,- - - Loại khác,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.30,851230,851230,- Thiết bị tín hiệu âm thanh:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.30.10,851230,85123010,"- - Còi, đã lắp ráp",25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.30.20,851230,85123020,- - Thiết bị tín hiệu âm thanh chưa lắp ráp,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.30.91,851230,85123091,- - - Thiết bị dò chướng ngại vật (cảnh báo) cho xe,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.30.99,851230,85123099,- - - Loại khác,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8512.40.00,851240,85124000,"- Cái gạt nước, gạt và chống tạo sương và tuyết",25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8518.29,851829,851829,- - Loại khác:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8518.29.20,851829,85182920,"- - - Loa, không có vỏ, có dải tần số 300 Hz đến 3.400 Hz, với đường kính không quá 50 mm, dùng trong viễn thông",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8518.29.90,851829,85182990,- - - Loại khác,14|13|12|11|10|9,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8527.21,852721,852721,- - Kết hợp với thiết bị ghi hoặc tái tạo âm thanh:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8527.21.10,852721,85272110,- - - Có khả năng nhận và giải mã tín hiệu hệ thống dữ liệu vô tuyến kỹ thuật số,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8527.21.90,852721,85272190,- - - Loại khác,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8531.20.00,853120,85312000,- Bảng chỉ báo có gắn màn hình tinh thể lỏng (LCD) hoặc đi-ốt phát quang (LED),0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10,853710,853710,- Dùng cho điện áp không quá 1.000 V:,,,NO_RATE_COLUMN,,- - Bảng chuyển mạch và bảng điều khiển:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.11,853710,85371011,- - - Bảng điều khiển của loại thích hợp sử dụng cho hệ thống điều khiển phân tán,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.12,853710,85371012,- - - Bảng điều khiển có trang bị bộ xử lý lập trình,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.13,853710,85371013,"- - - Bảng điều khiển khác của loại thích hợp dùng cho hàng hóa của nhóm 84.15, 84.18, 84.50, 85.08, 85.09 hoặc 85.16",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.19,853710,85371019,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.20,853710,85371020,"- - Bảng phân phối (gồm cả panel đỡ và tấm đỡ phẳng) chỉ dùng hoặc chủ yếu dùng với các hàng hóa thuộc nhóm 84.71, 85.17 hoặc 85.25",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.30,853710,85371030,"- - Bộ điều khiển logic có khả năng lập trình cho máy tự động để dịch chuyển, xử lý và kẹp giữ khuôn cho thiết bị bán dẫn",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.40,853710,85371040,- - Bộ điều khiển động cơ có điện áp đầu ra từ 24V đến 120VDC và có cường độ dòng điện từ 300A đến 500A,12|9|6,6,LAST_AVAILABLE_COLUMN_FALLBACK,,"13,5|10,5|7,5|- - Loại khác:",3,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.91,853710,85371091,- - - Loại sử dụng trong các thiết bị sóng vô tuyến hoặc quạt điện,12|9|6,6,LAST_AVAILABLE_COLUMN_FALLBACK,,"13,5|10,5|7,5",3,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.92,853710,85371092,- - - Loại phù hợp sử dụng cho hệ thống điều khiển phân tán,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8537.10.99,853710,85371099,- - - Loại khác,12|9|6,6,LAST_AVAILABLE_COLUMN_FALLBACK,,"13,5|10,5|7,5",3,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30,854430,854430,"- Bộ dây đánh lửa và bộ dây khác loại sử dụng cho xe, phương tiện bay hoặc tàu thuyền:",,,NO_RATE_COLUMN,,- - Bộ dây điện cho xe có động cơ:|- - - Cách điện bằng cao su hoặc plastic:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30.12,854430,85443012,"- - - - Loại dùng cho xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.11",20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30.13,854430,85443013,- - - - Loại khác,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,- - - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30.14,854430,85443014,"- - - - Loại dùng cho xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.11",20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30.19,854430,85443019,- - - - Loại khác,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30.91,854430,85443091,- - - Cách điện bằng cao su hoặc plastic,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8544.30.99,854430,85443099,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"- Các vật dẫn điện khác, dùng cho điện áp không quá 1.000 V:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.31,850131,850131,- - Công suất không quá 750 W:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.31.30,850131,85013130,"- - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",3|3|3|3|3|3,3,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.31.60,850131,85013160,- - - Động cơ dùng cho xe của Chương 87,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.31.70,850131,85013170,- - - Động cơ khác,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.31.80,850131,85013180,- - - Máy phát điện,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52,850152,850152,- - Công suất trên 750 W nhưng không quá 75 kW:,,,NO_RATE_COLUMN,,- - - Công suất không quá 1 kW:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.11,850152,85015211,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.12,850152,85015212,- - - - Loại dùng cho xe của Chương 87,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.19,850152,85015219,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"- - - Công suất trên 1 kW nhưng không quá 37,5 kW:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.21,850152,85015221,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.22,850152,85015222,- - - - Loại dùng cho xe của Chương 87,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.29,850152,85015229,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"- - - Công suất trên 37,5 kW nhưng không quá 75 kW:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.31,850152,85015231,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18 hoặc 84.50",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.32,850152,85015232,- - - - Loại dùng cho xe của Chương 87,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.52.39,850152,85015239,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.53,850153,850153,- - Công suất trên 75 kW:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.53.10,850153,85015310,- - - Loại dùng cho xe của Chương 87,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8501.53.90,850153,85015390,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"- Máy phát điện xoay chiều (máy dao điện), trừ máy phát quang điện:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40,850440,850440,- Máy biến đổi tĩnh điện:,,,NO_RATE_COLUMN,,"- - Dùng cho các máy xử lý dữ liệu tự động và các khối chức năng của chúng, và thiết bị viễn thông:",0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40.11,850440,85044011,- - - Bộ nguồn cấp điện liên tục (UPS),0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40.19,850440,85044019,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40.20,850440,85044020,"- - Máy nạp ắc quy, pin có công suất danh định trên 100 kVA",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40.30,850440,85044030,- - Bộ chỉnh lưu khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40.40,850440,85044040,- - Bộ nghịch lưu,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8504.40.90,850440,85044090,- - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8507.60,850760,850760,- Bằng ion liti:,,,NO_RATE_COLUMN,,- - Bộ pin (battery pack):,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8507.60.31,850760,85076031,- - - Loại dùng cho máy tính xách tay kể cả loại notebook và subnotebook,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8507.60.32,850760,85076032,- - - Dùng cho máy bay,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8507.60.33,850760,85076033,- - - Dùng cho xe thuộc Chương 87,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8507.60.39,850760,85076039,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8507.60.90,850760,85076090,- - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.10,851110,851110,- Bugi đánh lửa:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.10.10,851110,85111010,- - Loại dùng cho động cơ của phương tiện bay,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.10.20,851110,85111020,- - Sử dụng cho động cơ ô tô,9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.10.90,851110,85111090,- - Loại khác,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.30,851130,851130,- Bộ phân phối điện; cuộn dây đánh lửa:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.30.30,851130,85113030,- - Loại dùng cho động cơ của phương tiện bay,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - Sử dụng cho động cơ ô tô:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.30.41,851130,85113041,- - - Loại chưa được lắp ráp,9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.30.49,851130,85113049,- - - Loại khác,9|8|7|6|5|4,5,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.30.91,851130,85113091,- - - Loại chưa được lắp ráp,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.30.99,851130,85113099,- - - Loại khác,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40,851140,851140,- Động cơ khởi động và máy tổ hợp hai tính năng khởi động và phát điện:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.10,851140,85114010,- - Loại dùng cho động cơ của phương tiện bay,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - Động cơ khởi động khác chưa lắp ráp:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.21,851140,85114021,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.29,851140,85114029,- - - Loại khác,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,- - Động cơ khởi động đã lắp ráp sử dụng cho động cơ của xe thuộc các nhóm từ 87.01 đến 87.05:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.31,851140,85114031,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.01,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.32,851140,85114032,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03 hoặc 87.04",9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.33,851140,85114033,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.05,9|8|7|6|5|4,5,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.91,851140,85114091,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.40.99,851140,85114099,- - - Loại khác,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50,851150,851150,- Máy phát điện khác:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.10,851150,85115010,- - Loại dùng cho động cơ của phương tiện bay,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - Máy phát điện xoay chiều khác chưa lắp ráp:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.21,851150,85115021,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.29,851150,85115029,- - - Loại khác,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,- - Máy phát điện xoay chiều đã lắp ráp dùng cho động cơ của xe thuộc các nhóm từ 87.01 đến 87.05:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.31,851150,85115031,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.01,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.32,851150,85115032,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03 hoặc 87.04",9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.33,851150,85115033,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.05,9|8|7|6|5|4,5,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.91,851150,85115091,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",9|8|7|6|5|4,5,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8511.50.99,851150,85115099,- - - Loại khác,18|16|14|12|10|8,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8512.20,851220,851220,- Thiết bị chiếu sáng hoặc tạo tín hiệu trực quan khác:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8512.20.20,851220,85122020,- - Thiết bị chiếu sáng hoặc tạo tín hiệu trực quan chưa lắp ráp,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8512.20.91,851220,85122091,- - - Dùng cho xe máy,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8512.20.99,851220,85122099,- - - Loại khác,25|25|25|25|25|25,25,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
